                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5382,                 2.6036,                 1.2161,                0.76436,                0.30351,                 0.4763,                0.27488,                 1.4388,                 3.4535,                 1.2083,             0.00065657,             0.00065657,             0.00065657
                      2,                 1.5597,                 1.8202,                 1.2818,                0.64952,                0.61981,                0.65364,                0.36761,                 1.3984,                 2.0498,                 1.2294,              0.0013101,              0.0013101,              0.0013101
                      3,                 1.5564,                 1.5303,                 1.2811,                 0.5602,                0.65495,                0.60089,                0.32125,                  1.511,                 1.8548,                 1.3415,              0.0019505,              0.0019505,              0.0019505
                      4,                 1.5939,                 1.4127,                 1.3068,                0.68107,                0.69968,                0.72798,                0.39264,                 1.4779,                 1.6066,                 1.2952,              0.0019406,              0.0019406,              0.0019406
                      5,                 1.5567,                 1.3473,                 1.2837,                0.54409,                0.61981,                0.59332,                0.33059,                 1.4158,                 1.5178,                 1.2645,              0.0019406,              0.0019406,              0.0019406
                      6,                 1.5516,                 1.2831,                 1.2898,                0.70886,                0.67675,                0.72673,                0.39384,                 1.5138,                  1.298,                 1.2568,              0.0019208,              0.0019208,              0.0019208
                      7,                 1.4832,                 1.2163,                 1.2467,                 0.7263,                0.78914,                 0.8028,                0.47136,                 1.4123,                 1.1001,                 1.2203,               0.001901,               0.001901,               0.001901
                      8,                  1.491,                 1.1786,                  1.245,                0.60377,                0.70288,                0.64097,                0.36949,                 1.3809,                  1.267,                 1.2115,              0.0018812,              0.0018812,              0.0018812
                      9,                 1.4886,                 1.1513,                  1.257,                0.72629,                0.72843,                0.79015,                0.47727,                 1.3465,                 1.0595,                 1.1892,              0.0018614,              0.0018614,              0.0018614
                     10,                  1.441,                 1.0943,                 1.2229,                0.75744,                0.78816,                0.83828,                0.52487,                 1.3051,                0.98612,                 1.1735,              0.0018416,              0.0018416,              0.0018416
                     11,                 1.4554,                 1.1122,                 1.2434,                0.67833,                0.76038,                0.78967,                0.46398,                 1.3778,                   1.18,                 1.2075,              0.0018218,              0.0018218,              0.0018218
                     12,                 1.4445,                 1.0516,                 1.2331,                0.78393,                0.77664,                0.82515,                0.50078,                 1.3561,                 1.0083,                  1.194,               0.001802,               0.001802,               0.001802
                     13,                 1.4259,                 1.0655,                 1.2249,                0.78645,                0.77955,                0.83082,                0.50492,                 1.3683,                0.94821,                 1.2374,              0.0017822,              0.0017822,              0.0017822
                     14,                 1.4092,                 1.0339,                 1.2062,                0.78232,                0.79233,                0.83898,                0.51461,                 1.2697,                 1.0111,                  1.158,              0.0017624,              0.0017624,              0.0017624
                     15,                 1.3881,                 1.0069,                 1.2006,                0.81952,                0.72538,                0.81981,                0.50944,                 1.2506,                0.93212,                 1.1489,              0.0017426,              0.0017426,              0.0017426
                     16,                 1.3834,                0.97647,                 1.2008,                0.73625,                0.83387,                0.85559,                0.52421,                 1.2986,                0.92633,                 1.1626,              0.0017228,              0.0017228,              0.0017228
                     17,                 1.3617,                0.98532,                  1.184,                0.66047,                0.79233,                0.75395,                0.44667,                 1.3548,                  1.056,                 1.2047,               0.001703,               0.001703,               0.001703
                     18,                 1.3789,                0.95841,                 1.2037,                0.82587,                0.79233,                0.87795,                0.57095,                 1.2446,                0.83662,                 1.1565,              0.0016832,              0.0016832,              0.0016832
                     19,                 1.3632,                0.95158,                 1.1859,                0.81293,                0.79136,                0.87463,                0.56306,                 1.2473,                0.87773,                 1.1489,              0.0016634,              0.0016634,              0.0016634
                     20,                 1.3338,                0.91832,                 1.1862,                0.82314,                0.80511,                0.86411,                0.56473,                 1.2134,                0.86347,                 1.1393,              0.0016436,              0.0016436,              0.0016436
                     21,                 1.3359,                0.91856,                 1.1706,                0.81994,                0.81789,                 0.8789,                0.58279,                 1.2013,                0.81056,                 1.1096,              0.0016238,              0.0016238,              0.0016238
                     22,                 1.3319,                0.91986,                 1.1776,                 0.7564,                0.81346,                0.83581,                0.54514,                 1.2196,                0.96124,                 1.1232,               0.001604,               0.001604,               0.001604
                     23,                 1.3324,                0.90343,                 1.1722,                0.81905,                 0.7809,                0.87027,                0.53947,                 1.3061,                0.82483,                 1.1785,              0.0015842,              0.0015842,              0.0015842
                     24,                 1.3007,                0.89483,                 1.1519,                0.82092,                 0.8115,                0.87986,                0.56355,                  1.222,                0.87026,                 1.1379,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.3098,                0.89764,                 1.1618,                0.86506,                0.81927,                0.91053,                0.56733,                 1.2347,                0.76306,                 1.1515,              0.0015446,              0.0015446,              0.0015446
                     26,                 1.3073,                0.88673,                 1.1556,                0.81834,                0.86262,                0.90482,                 0.5835,                 1.2608,                0.78184,                 1.1324,              0.0015248,              0.0015248,              0.0015248
                     27,                 1.3084,                0.86488,                 1.1571,                0.79024,                0.88498,                0.89366,                0.56246,                 1.2262,                0.80753,                 1.1495,               0.001505,               0.001505,               0.001505
                     28,                 1.2893,                0.84343,                  1.146,                0.80952,                0.86581,                0.90249,                0.58392,                 1.2202,                0.73571,                 1.1265,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.2768,                0.84153,                 1.1389,                0.84075,                0.84026,                0.90001,                0.58412,                 1.2226,                0.76045,                 1.1533,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.3106,                0.84681,                 1.1555,                 0.8761,                0.83706,                0.90815,                0.60013,                 1.2093,                0.71242,                 1.1203,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.2972,                0.83652,                 1.1539,                0.83232,                0.78914,                0.87319,                0.56998,                 1.2114,                0.77576,                  1.114,              0.0014258,              0.0014258,              0.0014258
                     32,                 1.2761,                0.84572,                 1.1282,                0.86033,                0.84026,                0.91454,                0.62134,                 1.1298,                0.70661,                 1.0733,               0.001406,               0.001406,               0.001406
                     33,                 1.2607,                0.82677,                 1.1239,                0.84439,                0.86681,                0.90108,                0.59884,                 1.1691,                0.71728,                 1.1039,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.2596,                 0.8052,                 1.1268,                0.84065,                0.84345,                0.91574,                0.61263,                 1.1891,                 0.7264,                 1.1353,              0.0013664,              0.0013664,              0.0013664
                     35,                 1.2615,                0.80048,                 1.1358,                0.89082,                0.84345,                0.92494,                0.61159,                 1.1816,                0.69137,                  1.109,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.2406,                0.79402,                  1.115,                0.85621,                0.83704,                0.91361,                0.60662,                 1.1465,                0.74708,                 1.0858,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.2525,                0.80492,                 1.1332,                0.90092,                 0.8115,                0.92748,                0.62011,                  1.161,                0.69311,                 1.0949,               0.001307,               0.001307,               0.001307
                     38,                 1.2501,                0.79519,                 1.1233,                0.89681,                0.77748,                0.91112,                0.61885,                 1.1553,                0.69966,                 1.0875,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.2287,                0.79066,                 1.1135,                0.87186,                0.83387,                0.92562,                0.62099,                 1.1597,                 0.7362,                 1.1019,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.2176,                0.76753,                 1.1106,                0.84706,                 0.8722,                0.92215,                 0.6168,                 1.1675,                0.70058,                 1.0969,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.2193,                0.75519,                 1.1125,                0.81026,                 0.8147,                0.89694,                0.56887,                 1.2718,                0.75183,                 1.1645,              0.0012278,              0.0012278,              0.0012278
                     42,                  1.224,                0.76659,                 1.1066,                0.89717,                0.84345,                0.93617,                0.63509,                  1.141,                0.65326,                 1.0796,               0.001208,               0.001208,               0.001208
                     43,                 1.1972,                0.74962,                 1.0953,                0.86743,                  0.878,                0.92432,                0.62493,                 1.1419,                0.66965,                 1.0927,              0.0011882,              0.0011882,              0.0011882
