                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5374,                  2.501,                 1.2473,                0.65117,                0.71246,                 0.7052,                0.38545,                 1.4265,                 2.0312,                 1.2213,             0.00066158,             0.00066158,             0.00066158
                      2,                 1.5822,                 1.7873,                 1.3105,                0.62472,                0.58503,                 0.6346,                 0.3524,                 1.5317,                 2.6292,                 1.3907,              0.0013151,              0.0013151,              0.0013151
                      3,                  1.591,                 1.5431,                 1.3285,                0.59698,                0.63898,                0.60634,                0.29712,                 1.6189,                 2.0463,                 1.3998,              0.0019554,              0.0019554,              0.0019554
                      4,                 1.5793,                 1.4192,                 1.3161,                0.45541,                0.50763,                0.45508,                 0.2229,                 1.7305,                 1.8037,                 1.4594,              0.0019406,              0.0019406,              0.0019406
                      5,                  1.564,                 1.3157,                 1.3124,                0.51219,                0.64537,                0.57622,                0.29613,                  1.572,                 2.0549,                 1.3276,              0.0019406,              0.0019406,              0.0019406
                      6,                  1.564,                 1.2694,                 1.3141,                0.70185,                0.71565,                0.74464,                0.42046,                  1.476,                 1.3096,                  1.287,              0.0019208,              0.0019208,              0.0019208
                      7,                 1.5439,                 1.2715,                 1.3089,                0.71491,                 0.6869,                0.76579,                0.43177,                 1.5243,                 1.2067,                 1.3031,               0.001901,               0.001901,               0.001901
                      8,                 1.5355,                 1.2118,                 1.2971,                0.67367,                0.75189,                0.76632,                0.46541,                 1.3472,                 1.1727,                 1.2209,              0.0018812,              0.0018812,              0.0018812
                      9,                 1.5054,                 1.1649,                 1.2826,                0.72361,                0.76358,                0.79998,                0.47558,                 1.3654,                 1.0607,                 1.2267,              0.0018614,              0.0018614,              0.0018614
                     10,                  1.466,                 1.1323,                   1.26,                0.75602,                0.75239,                0.82435,                0.49619,                 1.3517,                 1.0174,                 1.2062,              0.0018416,              0.0018416,              0.0018416
                     11,                 1.4749,                 1.0989,                  1.263,                0.75766,                0.63259,                0.73766,                0.42838,                 1.4822,                 1.2118,                 1.2849,              0.0018218,              0.0018218,              0.0018218
                     12,                 1.4505,                 1.1011,                  1.259,                0.79958,                 0.7775,                 0.8437,                0.53373,                 1.2639,                 1.0927,                 1.1972,               0.001802,               0.001802,               0.001802
                     13,                 1.4261,                  1.059,                 1.2421,                0.69772,                0.79645,                0.78154,                0.46917,                  1.333,                 1.1479,                 1.2625,              0.0017822,              0.0017822,              0.0017822
                     14,                 1.4205,                 1.0581,                 1.2363,                0.81141,                0.76997,                0.87061,                0.53817,                 1.2745,                0.92326,                 1.1804,              0.0017624,              0.0017624,              0.0017624
                     15,                 1.4077,                 1.0364,                 1.2362,                0.77061,                0.84345,                0.85552,                0.53642,                 1.2546,                 0.9013,                 1.1964,              0.0017426,              0.0017426,              0.0017426
                     16,                 1.4103,                 1.0127,                 1.2286,                0.82481,                 0.7508,                0.84417,                0.52904,                 1.2879,                0.91971,                 1.2082,              0.0017228,              0.0017228,              0.0017228
