                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.514,                 1.9831,                 1.2413,                0.59434,                0.14617,                0.35461,                0.20055,                 1.7764,                 5.2344,                 1.4937,                  0.068,             0.00065306,             0.00065306
                      2,                 1.5078,                 1.2683,                 1.2718,                0.60427,                0.60938,                0.60226,                0.30553,                 1.6135,                  1.648,                 1.4259,               0.035329,              0.0013154,              0.0013154
                      3,                 1.5529,                 1.2942,                 1.2999,                0.43808,                0.44316,                0.40471,                0.19435,                 1.9424,                 2.0189,                 1.6926,              0.0026536,              0.0019733,              0.0019733
                      4,                 1.5577,                 1.2435,                 1.3015,                0.61093,                0.56613,                0.56053,                0.26475,                 1.9042,                 1.5006,                 1.5824,              0.0019802,              0.0019802,              0.0019802
                      5,                  1.514,                 1.1827,                 1.2675,                0.53816,                0.51508,                0.52048,                0.26638,                 1.5957,                  2.577,                  1.357,              0.0019802,              0.0019802,              0.0019802
                      6,                  1.497,                 1.1614,                 1.2633,                 0.7009,                0.59397,                0.65723,                0.33172,                 1.6408,                 1.5878,                  1.376,              0.0019736,              0.0019736,              0.0019736
                      7,                 1.4482,                 1.0996,                  1.246,                0.76234,                0.76334,                0.80514,                0.46992,                 1.4131,                 1.0324,                 1.2521,               0.001967,               0.001967,               0.001967
                      8,                  1.467,                 1.1008,                 1.2511,                0.74882,                 0.6986,                0.75322,                0.42957,                 1.4876,                 1.4783,                 1.2512,              0.0019604,              0.0019604,              0.0019604
                      9,                 1.4389,                 1.0449,                 1.2291,                0.70746,                 0.7239,                0.75392,                0.41276,                 1.5926,                 1.1141,                 1.3197,              0.0019538,              0.0019538,              0.0019538
                     10,                 1.4193,                 1.0341,                 1.2253,                0.67761,                 0.7587,                0.73918,                0.42044,                 1.3731,                 1.3837,                 1.2355,              0.0019472,              0.0019472,              0.0019472
                     11,                 1.4074,                0.99702,                 1.2195,                0.80713,                0.72622,                0.84504,                0.50637,                 1.3769,                0.97589,                 1.2306,              0.0019406,              0.0019406,              0.0019406
                     12,                 1.3748,                0.97762,                 1.2021,                0.82652,                0.79814,                0.85927,                0.52183,                 1.3426,                 1.0205,                  1.206,               0.001934,               0.001934,               0.001934
                     13,                 1.3808,                0.96543,                 1.2033,                0.57037,                0.68445,                0.60284,                0.32003,                 1.5355,                 1.2574,                 1.3059,              0.0019274,              0.0019274,              0.0019274
                     14,                 1.3537,                 0.9302,                 1.1882,                 0.7819,                0.80682,                0.85167,                0.52819,                 1.3475,                 0.9538,                 1.2013,              0.0019208,              0.0019208,              0.0019208
                     15,                  1.358,                0.94119,                 1.2004,                0.76156,                0.76334,                0.82466,                0.48246,                 1.4111,                0.95093,                 1.2164,              0.0019142,              0.0019142,              0.0019142
                     16,                  1.343,                0.91108,                 1.1736,                0.84698,                0.82831,                0.90528,                0.56552,                   1.29,                 0.8524,                 1.1564,              0.0019076,              0.0019076,              0.0019076
                     17,                 1.3223,                0.89677,                 1.1753,                0.86157,                0.81439,                0.88909,                0.56034,                 1.2832,                0.84456,                 1.1365,               0.001901,               0.001901,               0.001901
                     18,                 1.3421,                0.89665,                 1.1798,                0.79513,                0.80143,                0.85349,                0.49182,                  1.425,                0.90292,                 1.2489,              0.0018944,              0.0018944,              0.0018944
                     19,                 1.3207,                0.88767,                 1.1729,                0.79046,                0.76334,                0.81396,                0.49965,                  1.329,                0.95874,                 1.1771,              0.0018878,              0.0018878,              0.0018878
                     20,                 1.3038,                0.86777,                 1.1483,                0.83083,                 0.7819,                0.85972,                0.51295,                 1.3701,                0.97794,                 1.1892,              0.0018812,              0.0018812,              0.0018812
                     21,                 1.2969,                0.86126,                 1.1512,                0.82275,                0.85151,                0.89426,                0.55183,                 1.2972,                0.80353,                  1.146,              0.0018746,              0.0018746,              0.0018746
                     22,                 1.3091,                0.85922,                 1.1597,                0.83642,                0.81903,                0.87726,                0.53239,                 1.2939,                0.86662,                 1.1663,               0.001868,               0.001868,               0.001868
                     23,                 1.2848,                0.83776,                 1.1547,                0.83477,                0.84223,                0.90239,                 0.5652,                  1.281,                0.83209,                  1.152,              0.0018614,              0.0018614,              0.0018614
                     24,                 1.2984,                0.84451,                 1.1567,                0.78859,                0.78759,                 0.8554,                0.52154,                  1.358,                 1.0542,                 1.1928,              0.0018548,              0.0018548,              0.0018548
                     25,                 1.2912,                0.83025,                 1.1516,                0.82649,                0.82599,                0.87777,                0.56632,                 1.2474,                0.83224,                 1.1285,              0.0018482,              0.0018482,              0.0018482
