                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4828,                 2.9583,                 1.2323,                0.75498,                 0.3761,                 0.6424,                0.35786,                 1.2413,                 2.6033,                  1.124,               0.067906,             0.00065497,             0.00065497
                      2,                 1.4283,                 1.5528,                  1.195,                0.76942,                0.77088,                 0.8168,                0.50336,                 1.2939,                 1.6242,                 1.1798,               0.035235,              0.0013173,              0.0013173
                      3,                 1.3957,                 1.2564,                 1.1783,                0.78181,                0.84154,                0.88323,                0.54701,                 1.2235,                 1.1215,                 1.1238,                0.00256,              0.0019752,              0.0019752
                      4,                 1.3603,                 1.1795,                 1.1613,                0.81553,                0.83308,                0.88609,                0.55203,                   1.22,                0.99177,                 1.1115,              0.0019802,              0.0019802,              0.0019802
                      5,                 1.3597,                  1.138,                 1.1594,                0.85753,                0.84154,                0.91384,                   0.56,                 1.2548,                0.93378,                  1.102,              0.0019802,              0.0019802,              0.0019802
                      6,                  1.334,                 1.0768,                 1.1381,                0.85934,                0.86081,                 0.9285,                0.60556,                 1.1636,                0.88005,                 1.0869,              0.0019736,              0.0019736,              0.0019736
                      7,                 1.2932,                 1.0153,                 1.1213,                0.89157,                0.88039,                0.94438,                0.60101,                 1.1835,                0.84081,                 1.0942,               0.001967,               0.001967,               0.001967
                      8,                 1.2948,                 1.0005,                 1.1221,                0.84554,                0.89293,                0.92659,                0.60452,                 1.1673,                 0.8346,                  1.087,              0.0019604,              0.0019604,              0.0019604
                      9,                 1.2957,                0.98458,                   1.12,                0.88331,                 0.8758,                0.93924,                0.63258,                 1.1075,                0.76717,                  1.057,              0.0019538,              0.0019538,              0.0019538
                     10,                 1.3005,                0.96936,                 1.1167,                0.81678,                0.88865,                0.91357,                0.56009,                 1.2969,                0.85482,                 1.1517,              0.0019472,              0.0019472,              0.0019472
                     11,                 1.2743,                0.93003,                 1.1125,                0.89936,                0.89936,                0.95753,                 0.6371,                  1.153,                0.72544,                 1.0781,              0.0019406,              0.0019406,              0.0019406
                     12,                 1.2644,                0.91716,                  1.102,                  0.907,                 0.9015,                0.95177,                0.62914,                 1.1455,                0.71213,                 1.0879,               0.001934,               0.001934,               0.001934
                     13,                 1.2356,                0.88539,                 1.0913,                0.88823,                0.86791,                0.93624,                0.61505,                 1.1426,                0.76371,                 1.0748,              0.0019274,              0.0019274,              0.0019274
                     14,                   1.24,                0.88468,                 1.0937,                0.88672,                0.86938,                 0.9398,                0.61837,                 1.1789,                0.73367,                 1.0909,              0.0019208,              0.0019208,              0.0019208
                     15,                 1.2291,                0.86203,                 1.0858,                0.91707,                0.89722,                 0.9568,                 0.6371,                 1.1217,                0.67766,                 1.0681,              0.0019142,              0.0019142,              0.0019142
