                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5382,                  1.837,                 1.2539,                0.19464,                0.63812,                0.36698,                 0.1525,                 2.1187,                 3.0776,                 1.6642,               0.067906,             0.00065497,             0.00065497
                      2,                 1.5467,                 1.2395,                 1.2641,                0.40382,                0.34475,                0.31936,                0.12923,                 2.1529,                 1.9157,                 1.7892,               0.035235,              0.0013173,              0.0013173
                      3,                 1.5993,                 1.2753,                 1.3086,                0.61059,                 0.5439,                0.55434,                0.26081,                  1.834,                 1.7591,                 1.6378,                0.00256,              0.0019752,              0.0019752
                      4,                 1.5853,                 1.2584,                 1.3115,                0.70467,                0.63812,                0.70383,                0.37003,                 1.6253,                 1.2846,                 1.4664,              0.0019802,              0.0019802,              0.0019802
                      5,                 1.5655,                  1.212,                  1.318,                0.78676,                0.75375,                0.83155,                0.46775,                 1.5827,                 1.1648,                 1.3844,              0.0019802,              0.0019802,              0.0019802
                      6,                 1.5249,                 1.1497,                 1.2801,                0.64822,                0.65105,                0.67342,                0.36288,                 1.5628,                 1.4635,                 1.3854,              0.0019736,              0.0019736,              0.0019736
                      7,                 1.4804,                 1.0975,                  1.251,                0.73718,                0.76277,                0.79512,                0.44827,                 1.5978,                 1.1896,                 1.3938,               0.001967,               0.001967,               0.001967
                      8,                 1.4744,                 1.0722,                  1.259,                0.81285,                  0.803,                0.85294,                0.53131,                 1.2965,                0.92841,                 1.1793,              0.0019604,              0.0019604,              0.0019604
                      9,                 1.4696,                 1.0573,                 1.2522,                0.80353,                0.73019,                0.82274,                0.49511,                 1.3747,                  1.041,                 1.2557,              0.0019538,              0.0019538,              0.0019538
                     10,                  1.465,                 1.0582,                 1.2407,                0.66597,                0.63169,                0.66749,                0.35132,                  1.691,                 1.3261,                 1.4376,              0.0019472,              0.0019472,              0.0019472
                     11,                  1.444,                 1.0227,                 1.2399,                0.84117,                0.81156,                0.89316,                0.54782,                 1.3407,                0.89624,                 1.2231,              0.0019406,              0.0019406,              0.0019406
                     12,                 1.4387,                 1.0268,                 1.2369,                0.82918,                0.81156,                0.88379,                0.52845,                 1.3356,                0.93011,                 1.2403,               0.001934,               0.001934,               0.001934
                     13,                 1.4021,                0.97915,                 1.2192,                0.88095,                0.80811,                0.90152,                0.56507,                 1.2522,                0.84347,                 1.1825,              0.0019274,              0.0019274,              0.0019274
                     14,                 1.3922,                0.97693,                 1.2094,                0.81262,                0.83084,                0.88667,                0.54003,                 1.3073,                0.87412,                 1.1846,              0.0019208,              0.0019208,              0.0019208
                     15,                 1.3791,                0.94401,                  1.199,                 0.7744,                0.79384,                0.84537,                0.52199,                 1.2936,                 1.0411,                  1.185,              0.0019142,              0.0019142,              0.0019142
