                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                    1.3,                0.88241,                 1.1741,                0.89287,                0.85139,                0.92648,                0.59416,                 1.2272,                 0.7235,                  1.159,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.3103,                0.86807,                 1.1721,                0.88066,                0.83591,                0.91169,                0.57921,                  1.221,                0.75704,                 1.1378,              0.0013268,              0.0013268,              0.0013268
                     37,                   1.31,                 0.8699,                 1.1755,                 0.8482,                0.86495,                0.91628,                0.59122,                 1.2382,                0.74443,                 1.1501,               0.001307,               0.001307,               0.001307
                     38,                 1.2992,                0.83865,                 1.1755,                0.88446,                0.82953,                0.90231,                0.58069,                  1.265,                0.74782,                 1.1604,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.2944,                 0.8429,                 1.1636,                0.87754,                0.86525,                0.93348,                0.60498,                 1.1775,                0.74583,                 1.1241,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.3147,                0.86333,                 1.1755,                0.89625,                0.82906,                0.92235,                0.59317,                 1.2328,                0.72043,                 1.1519,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.3015,                0.84995,                 1.1698,                0.89361,                0.86068,                0.92306,                0.58917,                 1.2127,                0.71962,                 1.1189,              0.0012278,              0.0012278,              0.0012278
                     42,                 1.3041,                0.84233,                 1.1642,                0.84716,                0.83591,                0.90591,                0.58395,                 1.2031,                 0.7826,                 1.1275,               0.001208,               0.001208,               0.001208
                     43,                 1.2784,                0.83173,                 1.1555,                 0.8814,                 0.8743,                0.92744,                0.60907,                 1.2125,                0.70124,                 1.1278,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.2839,                0.80563,                 1.1533,                0.91056,                0.84211,                0.92888,                0.61235,                 1.1878,                 0.6952,                 1.1146,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.2685,                0.80496,                 1.1455,                  0.838,                0.89686,                 0.9212,                0.59447,                 1.1903,                0.70677,                 1.1193,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.2595,                0.79334,                 1.1412,                0.89861,                0.86378,                0.93293,                0.61615,                 1.2317,                0.68704,                 1.1357,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.2605,                0.80408,                 1.1435,                0.87496,                0.88854,                0.93542,                0.61125,                 1.2245,                0.68603,                 1.1231,               0.001109,               0.001109,               0.001109
                     48,                  1.296,                0.80656,                 1.1565,                0.87284,                0.85449,                 0.9199,                0.59916,                 1.2092,                0.71698,                 1.1249,              0.0010892,              0.0010892,              0.0010892
                     49,                 1.2706,                0.80606,                 1.1481,                0.90469,                0.83282,                0.93379,                0.62124,                 1.2166,                0.68987,                  1.126,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.2813,                 0.8021,                 1.1501,                0.89674,                0.83346,                 0.9264,                0.58996,                 1.2307,                0.72009,                 1.1406,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.2442,                0.78217,                 1.1403,                0.88832,                0.86189,                0.93788,                0.61969,                 1.1594,                0.68081,                 1.0955,              0.0010298,              0.0010298,              0.0010298
                     52,                  1.255,                0.78055,                 1.1393,                0.89604,                0.85391,                0.94019,                0.62325,                 1.1816,                0.66581,                  1.121,                0.00101,                0.00101,                0.00101
                     53,                 1.2484,                0.76965,                 1.1291,                0.86737,                0.87063,                0.93135,                0.60679,                 1.2266,                0.67691,                 1.1368,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.2286,                0.75822,                 1.1267,                0.93043,                0.86954,                0.95982,                0.64806,                 1.1688,                  0.624,                 1.1075,              0.0009704,              0.0009704,              0.0009704
                     55,                 1.2275,                0.75392,                 1.1272,                0.91607,                0.89164,                0.95423,                0.64327,                 1.1486,                0.62649,                 1.0932,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.2144,                0.76087,                 1.1195,                0.91782,                0.88235,                0.95875,                0.64809,                  1.166,                0.62553,                 1.0976,              0.0009308,              0.0009308,              0.0009308
                     57,                 1.2478,                0.77213,                 1.1392,                0.88137,                0.88545,                0.94533,                0.62366,                 1.1977,                0.65822,                 1.1273,               0.000911,               0.000911,               0.000911
                     58,                 1.2182,                0.74589,                 1.1236,                0.91043,                0.91331,                0.96377,                0.65229,                  1.155,                0.60226,                 1.0921,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.2211,                0.74372,                 1.1251,                0.90828,                0.88235,                0.95174,                0.64008,                 1.1721,                0.65206,                 1.1209,              0.0008714,              0.0008714,              0.0008714
                     60,                 1.2184,                0.74573,                 1.1282,                0.92269,                 0.8868,                0.95438,                0.63433,                 1.1849,                0.62685,                 1.1129,              0.0008516,              0.0008516,              0.0008516
                     61,                 1.1987,                0.74217,                 1.1094,                0.89353,                0.90935,                0.94842,                0.64263,                 1.1732,                0.64408,                 1.1051,              0.0008318,              0.0008318,              0.0008318
                     62,                 1.1968,                 0.7292,                 1.1105,                0.84773,                 0.9135,                0.94402,                0.63305,                 1.1578,                0.65641,                   1.09,               0.000812,               0.000812,               0.000812
                     63,                 1.1974,                0.71721,                 1.1079,                0.92086,                 0.9006,                0.95745,                0.63485,                 1.1867,                0.61268,                 1.1024,              0.0007922,              0.0007922,              0.0007922
                     64,                 1.2118,                0.73049,                 1.1148,                0.93665,                0.86979,                 0.9566,                0.64367,                 1.1786,                 0.6178,                 1.1083,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.1818,                0.71457,                 1.1029,                0.91303,                0.90093,                0.95987,                0.65699,                  1.138,                0.60705,                 1.0829,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.1935,                 0.7251,                 1.1108,                0.94357,                0.87926,                0.96012,                0.64733,                 1.1483,                0.60808,                  1.098,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.1686,                0.69799,                 1.0953,                0.91831,                0.90483,                0.95782,                0.64986,                 1.1311,                0.60545,                 1.0821,               0.000713,               0.000713,               0.000713
                     68,                 1.1718,                0.69808,                 1.0937,                0.92352,                 0.8973,                0.95989,                0.64748,                 1.1667,                0.59843,                 1.0915,              0.0006932,              0.0006932,              0.0006932
                     69,                 1.1756,                0.69541,                 1.1033,                0.87878,                0.89776,                 0.9521,                0.64803,                 1.1483,                0.61766,                 1.0898,              0.0006734,              0.0006734,              0.0006734
                     70,                 1.1786,                0.70434,                 1.1057,                0.90243,                0.88763,                0.95198,                0.65319,                 1.1287,                0.60637,                 1.0857,              0.0006536,              0.0006536,              0.0006536
